Choicesituation,Block,question,mode,cost,alt,striper_length,bluefish_length,striper_keep,striper_rel,bluefish_keep,bluefish_rel,opt_out,fish_other_species,version
14,3,10,PRIVATE BOAT,50,2,23,12,0,6,0,0,0,0,PRIVATE BOAT Block 3
14,3,10,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 3
14,3,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 3
15,3,11,PRIVATE BOAT,140,1,28,28,1,0,1,0,0,0,PRIVATE BOAT Block 3
15,3,11,PRIVATE BOAT,190,2,43,34,1,5,0,0,0,0,PRIVATE BOAT Block 3
15,3,11,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 3
15,3,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 3
16,3,12,PRIVATE BOAT,140,1,23,12,0,1,1,0,0,0,PRIVATE BOAT Block 3
16,3,12,PRIVATE BOAT,190,2,43,20,1,0,3,0,0,0,PRIVATE BOAT Block 3
16,3,12,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 3
16,3,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 3
17,3,13,PRIVATE BOAT,90,1,43,34,0,3,1,0,0,0,PRIVATE BOAT Block 3
17,3,13,PRIVATE BOAT,190,2,23,12,0,6,0,0,0,0,PRIVATE BOAT Block 3
17,3,13,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 3
17,3,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 3
18,3,14,PRIVATE BOAT,50,1,43,12,0,1,0,0,0,0,PRIVATE BOAT Block 3
18,3,14,PRIVATE BOAT,190,2,28,24,3,0,1,0,0,0,PRIVATE BOAT Block 3
18,3,14,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 3
18,3,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 3
19,4,9,PRIVATE BOAT,140,1,23,34,2,0,3,0,0,0,PRIVATE BOAT Block 4
19,4,9,PRIVATE BOAT,50,2,28,16,1,0,3,0,0,0,PRIVATE BOAT Block 4
19,4,9,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 4
19,4,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 4
20,4,10,PRIVATE BOAT,140,1,18,12,0,3,1,0,0,0,PRIVATE BOAT Block 4
20,4,10,PRIVATE BOAT,50,2,33,34,1,0,0,0,0,0,PRIVATE BOAT Block 4
20,4,10,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 4
20,4,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 4
21,4,11,PRIVATE BOAT,190,1,23,28,2,4,0,0,0,0,PRIVATE BOAT Block 4
21,4,11,PRIVATE BOAT,90,2,23,12,2,1,0,0,0,0,PRIVATE BOAT Block 4
21,4,11,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 4
21,4,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 4
22,4,12,PRIVATE BOAT,90,1,18,20,0,6,0,0,0,0,PRIVATE BOAT Block 4
22,4,12,PRIVATE BOAT,140,2,33,34,3,0,0,0,0,0,PRIVATE BOAT Block 4
22,4,12,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 4
22,4,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 4
23,4,13,PRIVATE BOAT,190,1,43,28,1,5,1,0,0,0,PRIVATE BOAT Block 4
23,4,13,PRIVATE BOAT,50,2,43,34,1,0,0,0,0,0,PRIVATE BOAT Block 4
23,4,13,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 4
23,4,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 4
24,4,14,PRIVATE BOAT,140,1,28,16,2,4,3,0,0,0,PRIVATE BOAT Block 4
24,4,14,PRIVATE BOAT,50,2,18,12,0,3,0,0,0,0,PRIVATE BOAT Block 4
24,4,14,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 4
24,4,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 4
25,5,9,PRIVATE BOAT,190,1,43,24,2,4,0,0,0,0,PRIVATE BOAT Block 5
25,5,9,PRIVATE BOAT,90,2,38,34,2,1,0,0,0,0,PRIVATE BOAT Block 5
25,5,9,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 5
25,5,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 5
26,5,10,PRIVATE BOAT,50,1,33,34,0,1,0,0,0,0,PRIVATE BOAT Block 5
26,5,10,PRIVATE BOAT,190,2,18,34,0,6,6,1,0,0,PRIVATE BOAT Block 5
26,5,10,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 5
26,5,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 5
27,5,11,PRIVATE BOAT,90,1,18,28,0,1,0,0,0,0,PRIVATE BOAT Block 5
27,5,11,PRIVATE BOAT,190,2,38,16,2,1,0,0,0,0,PRIVATE BOAT Block 5
27,5,11,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 5
27,5,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 5
28,5,12,PRIVATE BOAT,140,1,43,34,2,1,1,0,0,0,PRIVATE BOAT Block 5
28,5,12,PRIVATE BOAT,190,2,18,16,0,6,3,0,0,0,PRIVATE BOAT Block 5
28,5,12,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 5
28,5,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 5
29,5,13,PRIVATE BOAT,190,1,43,16,2,1,1,0,0,0,PRIVATE BOAT Block 5
29,5,13,PRIVATE BOAT,90,2,18,28,0,0,3,0,0,0,PRIVATE BOAT Block 5
29,5,13,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 5
29,5,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 5
30,5,14,PRIVATE BOAT,140,1,18,28,0,3,3,4,0,0,PRIVATE BOAT Block 5
30,5,14,PRIVATE BOAT,90,2,43,12,0,0,3,4,0,0,PRIVATE BOAT Block 5
30,5,14,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 5
30,5,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 5
31,6,9,PRIVATE BOAT,140,1,18,34,0,6,1,0,0,0,PRIVATE BOAT Block 6
31,6,9,PRIVATE BOAT,90,2,38,12,0,3,3,0,0,0,PRIVATE BOAT Block 6
31,6,9,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 6
31,6,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 6
32,6,10,PRIVATE BOAT,190,1,23,12,2,4,3,0,0,0,PRIVATE BOAT Block 6
32,6,10,PRIVATE BOAT,90,2,28,20,2,1,0,0,0,0,PRIVATE BOAT Block 6
32,6,10,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 6
32,6,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 6
33,6,11,PRIVATE BOAT,140,1,23,34,2,0,3,4,0,0,PRIVATE BOAT Block 6
33,6,11,PRIVATE BOAT,50,2,23,34,1,0,1,0,0,0,PRIVATE BOAT Block 6
33,6,11,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 6
33,6,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 6
34,6,12,PRIVATE BOAT,190,1,43,24,0,3,0,0,0,0,PRIVATE BOAT Block 6
34,6,12,PRIVATE BOAT,50,2,18,34,0,0,1,0,0,0,PRIVATE BOAT Block 6
34,6,12,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 6
34,6,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 6
35,6,13,PRIVATE BOAT,50,1,18,34,0,1,3,0,0,0,PRIVATE BOAT Block 6
35,6,13,PRIVATE BOAT,190,2,18,16,0,6,0,0,0,0,PRIVATE BOAT Block 6
35,6,13,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 6
35,6,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 6
36,6,14,PRIVATE BOAT,190,1,43,24,0,0,3,0,0,0,PRIVATE BOAT Block 6
36,6,14,PRIVATE BOAT,140,2,23,12,0,1,0,0,0,0,PRIVATE BOAT Block 6
36,6,14,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 6
36,6,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 6
37,7,9,PRIVATE BOAT,50,1,43,12,1,0,0,0,0,0,PRIVATE BOAT Block 7
37,7,9,PRIVATE BOAT,190,2,18,24,0,3,3,0,0,0,PRIVATE BOAT Block 7
37,7,9,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 7
37,7,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 7
38,7,10,PRIVATE BOAT,190,1,43,34,1,0,1,0,0,0,PRIVATE BOAT Block 7
38,7,10,PRIVATE BOAT,90,2,18,12,0,1,1,0,0,0,PRIVATE BOAT Block 7
38,7,10,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 7
38,7,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 7
39,7,11,PRIVATE BOAT,190,1,28,12,3,0,6,1,0,0,PRIVATE BOAT Block 7
39,7,11,PRIVATE BOAT,50,2,28,24,3,0,3,0,0,0,PRIVATE BOAT Block 7
39,7,11,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 7
39,7,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 7
40,7,12,PRIVATE BOAT,190,1,28,34,3,3,0,0,0,0,PRIVATE BOAT Block 7
40,7,12,PRIVATE BOAT,140,2,18,12,0,0,3,0,0,0,PRIVATE BOAT Block 7
40,7,12,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 7
40,7,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 7
41,7,13,PRIVATE BOAT,190,1,18,28,0,6,1,0,0,0,PRIVATE BOAT Block 7
41,7,13,PRIVATE BOAT,50,2,18,34,0,0,1,0,0,0,PRIVATE BOAT Block 7
41,7,13,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 7
41,7,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 7
42,7,14,PRIVATE BOAT,140,1,18,16,0,6,3,0,0,0,PRIVATE BOAT Block 7
42,7,14,PRIVATE BOAT,90,2,28,34,1,0,6,1,0,0,PRIVATE BOAT Block 7
42,7,14,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 7
42,7,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 7
43,8,9,PRIVATE BOAT,140,1,18,12,0,3,6,1,0,0,PRIVATE BOAT Block 8
43,8,9,PRIVATE BOAT,90,2,18,20,0,6,0,0,0,0,PRIVATE BOAT Block 8
43,8,9,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 8
43,8,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 8
44,8,10,PRIVATE BOAT,190,1,18,16,0,3,0,0,0,0,PRIVATE BOAT Block 8
44,8,10,PRIVATE BOAT,140,2,43,34,1,0,1,0,0,0,PRIVATE BOAT Block 8
44,8,10,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 8
44,8,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 8
45,8,11,PRIVATE BOAT,190,1,43,28,0,0,1,2,0,0,PRIVATE BOAT Block 8
45,8,11,PRIVATE BOAT,90,2,18,34,0,1,0,0,0,0,PRIVATE BOAT Block 8
45,8,11,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 8
45,8,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 8
46,8,12,PRIVATE BOAT,50,1,23,16,1,0,1,0,0,0,PRIVATE BOAT Block 8
46,8,12,PRIVATE BOAT,190,2,43,34,1,5,1,0,0,0,PRIVATE BOAT Block 8
46,8,12,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 8
46,8,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 8
47,8,13,PRIVATE BOAT,140,1,43,34,0,0,1,2,0,0,PRIVATE BOAT Block 8
47,8,13,PRIVATE BOAT,190,2,23,20,0,3,1,2,0,0,PRIVATE BOAT Block 8
47,8,13,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 8
47,8,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 8
48,8,14,PRIVATE BOAT,140,1,23,12,0,3,0,0,0,0,PRIVATE BOAT Block 8
48,8,14,PRIVATE BOAT,190,2,43,16,0,1,1,6,0,0,PRIVATE BOAT Block 8
48,8,14,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 8
48,8,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 8
49,9,9,PRIVATE BOAT,90,1,43,12,3,0,6,0,0,0,PRIVATE BOAT Block 9
49,9,9,PRIVATE BOAT,140,2,38,34,3,3,6,0,0,0,PRIVATE BOAT Block 9
49,9,9,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 9
49,9,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 9
50,9,10,PRIVATE BOAT,50,1,18,34,0,3,0,0,0,0,PRIVATE BOAT Block 9
50,9,10,PRIVATE BOAT,140,2,43,20,2,4,3,0,0,0,PRIVATE BOAT Block 9
50,9,10,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 9
50,9,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 9
51,9,11,PRIVATE BOAT,90,1,18,34,0,0,6,1,0,0,PRIVATE BOAT Block 9
51,9,11,PRIVATE BOAT,190,2,43,16,0,6,3,0,0,0,PRIVATE BOAT Block 9
51,9,11,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 9
51,9,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 9
52,9,12,PRIVATE BOAT,190,1,38,34,1,2,1,0,0,0,PRIVATE BOAT Block 9
52,9,12,PRIVATE BOAT,140,2,18,34,0,1,1,0,0,0,PRIVATE BOAT Block 9
52,9,12,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 9
52,9,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 9
53,9,13,PRIVATE BOAT,190,1,18,28,0,6,3,0,0,0,PRIVATE BOAT Block 9
53,9,13,PRIVATE BOAT,50,2,38,12,1,0,0,0,0,0,PRIVATE BOAT Block 9
53,9,13,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 9
53,9,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 9
54,9,14,PRIVATE BOAT,140,1,43,34,1,0,3,0,0,0,PRIVATE BOAT Block 9
54,9,14,PRIVATE BOAT,50,2,18,16,0,6,0,0,0,0,PRIVATE BOAT Block 9
54,9,14,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 9
54,9,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 9
55,10,9,PRIVATE BOAT,140,1,38,12,1,2,0,0,0,0,PRIVATE BOAT Block 10
55,10,9,PRIVATE BOAT,190,2,23,34,0,6,0,0,0,0,PRIVATE BOAT Block 10
55,10,9,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 10
55,10,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 10
56,10,10,PRIVATE BOAT,90,1,43,16,0,1,1,0,0,0,PRIVATE BOAT Block 10
56,10,10,PRIVATE BOAT,190,2,43,12,0,6,3,4,0,0,PRIVATE BOAT Block 10
56,10,10,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 10
56,10,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 10
57,10,11,PRIVATE BOAT,90,1,23,12,0,6,0,0,0,0,PRIVATE BOAT Block 10
57,10,11,PRIVATE BOAT,190,2,23,16,0,0,1,6,0,0,PRIVATE BOAT Block 10
57,10,11,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 10
57,10,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 10
58,10,12,PRIVATE BOAT,90,1,18,12,0,1,1,0,0,0,PRIVATE BOAT Block 10
58,10,12,PRIVATE BOAT,140,2,18,34,0,6,1,0,0,0,PRIVATE BOAT Block 10
58,10,12,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 10
58,10,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 10
59,10,13,PRIVATE BOAT,50,1,33,34,1,0,1,0,0,0,PRIVATE BOAT Block 10
59,10,13,PRIVATE BOAT,90,2,43,12,0,6,1,0,0,0,PRIVATE BOAT Block 10
59,10,13,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 10
59,10,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 10
60,10,14,PRIVATE BOAT,190,1,23,34,1,5,0,0,0,0,PRIVATE BOAT Block 10
60,10,14,PRIVATE BOAT,90,2,33,12,0,0,1,2,0,0,PRIVATE BOAT Block 10
60,10,14,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 10
60,10,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 10
61,11,9,PRIVATE BOAT,90,1,18,34,0,6,0,0,0,0,PRIVATE BOAT Block 11
61,11,9,PRIVATE BOAT,190,2,28,16,1,0,3,4,0,0,PRIVATE BOAT Block 11
61,11,9,PRIVATE BOAT,160,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 11
61,11,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 11
62,11,10,PRIVATE BOAT,90,1,38,34,2,4,0,0,0,0,PRIVATE BOAT Block 11
62,11,10,PRIVATE BOAT,190,2,43,12,0,1,3,4,0,0,PRIVATE BOAT Block 11
62,11,10,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 11
62,11,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 11
63,11,11,PRIVATE BOAT,140,1,18,16,0,1,0,0,0,0,PRIVATE BOAT Block 11
63,11,11,PRIVATE BOAT,190,2,23,12,0,3,0,0,0,0,PRIVATE BOAT Block 11
63,11,11,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 11
63,11,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 11
64,11,12,PRIVATE BOAT,190,1,43,24,1,5,0,0,0,0,PRIVATE BOAT Block 11
64,11,12,PRIVATE BOAT,50,2,38,34,1,2,0,0,0,0,PRIVATE BOAT Block 11
64,11,12,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 11
64,11,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 11
65,11,13,PRIVATE BOAT,140,1,18,34,0,6,6,1,0,0,PRIVATE BOAT Block 11
65,11,13,PRIVATE BOAT,50,2,28,24,1,0,1,0,0,0,PRIVATE BOAT Block 11
65,11,13,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 11
65,11,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 11
66,11,14,PRIVATE BOAT,50,1,43,20,1,0,1,0,0,0,PRIVATE BOAT Block 11
66,11,14,PRIVATE BOAT,140,2,18,16,0,6,1,6,0,0,PRIVATE BOAT Block 11
66,11,14,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 11
66,11,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 11
67,12,9,PRIVATE BOAT,190,1,43,24,2,4,0,0,0,0,PRIVATE BOAT Block 12
67,12,9,PRIVATE BOAT,140,2,18,16,0,3,0,0,0,0,PRIVATE BOAT Block 12
67,12,9,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 12
67,12,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 12
68,12,10,PRIVATE BOAT,50,1,18,34,0,3,0,0,0,0,PRIVATE BOAT Block 12
68,12,10,PRIVATE BOAT,90,2,43,28,1,0,1,6,0,0,PRIVATE BOAT Block 12
68,12,10,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 12
68,12,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 12
69,12,11,PRIVATE BOAT,140,1,43,16,0,6,0,0,0,0,PRIVATE BOAT Block 12
69,12,11,PRIVATE BOAT,50,2,43,28,0,0,1,0,0,0,PRIVATE BOAT Block 12
69,12,11,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 12
69,12,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 12
70,12,12,PRIVATE BOAT,190,1,18,16,0,6,0,0,0,0,PRIVATE BOAT Block 12
70,12,12,PRIVATE BOAT,140,2,28,28,2,1,0,0,0,0,PRIVATE BOAT Block 12
70,12,12,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 12
70,12,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 12
71,12,13,PRIVATE BOAT,190,1,18,34,0,6,1,0,0,0,PRIVATE BOAT Block 12
71,12,13,PRIVATE BOAT,140,2,18,12,0,1,1,0,0,0,PRIVATE BOAT Block 12
71,12,13,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 12
71,12,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 12
72,12,14,PRIVATE BOAT,140,1,43,12,1,0,1,6,0,0,PRIVATE BOAT Block 12
72,12,14,PRIVATE BOAT,90,2,43,16,1,5,0,0,0,0,PRIVATE BOAT Block 12
72,12,14,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 12
72,12,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 12
73,13,9,PRIVATE BOAT,190,1,23,12,0,3,3,0,0,0,PRIVATE BOAT Block 13
73,13,9,PRIVATE BOAT,140,2,23,34,0,1,3,0,0,0,PRIVATE BOAT Block 13
73,13,9,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 13
73,13,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 13
74,13,10,PRIVATE BOAT,140,1,18,24,0,0,3,0,0,0,PRIVATE BOAT Block 13
74,13,10,PRIVATE BOAT,190,2,43,20,0,1,3,0,0,0,PRIVATE BOAT Block 13
74,13,10,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 13
74,13,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 13
75,13,11,PRIVATE BOAT,50,1,18,34,0,1,0,0,0,0,PRIVATE BOAT Block 13
75,13,11,PRIVATE BOAT,140,2,18,16,0,3,0,0,0,0,PRIVATE BOAT Block 13
75,13,11,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 13
75,13,11,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 13
76,13,12,PRIVATE BOAT,50,1,18,28,0,1,1,0,0,0,PRIVATE BOAT Block 13
76,13,12,PRIVATE BOAT,190,2,33,16,3,0,0,0,0,0,PRIVATE BOAT Block 13
76,13,12,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 13
76,13,12,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 13
77,13,13,PRIVATE BOAT,140,1,23,16,0,6,6,1,0,0,PRIVATE BOAT Block 13
77,13,13,PRIVATE BOAT,50,2,18,20,0,1,0,0,0,0,PRIVATE BOAT Block 13
77,13,13,PRIVATE BOAT,120,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 13
77,13,13,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 13
78,13,14,PRIVATE BOAT,50,1,18,16,0,1,3,0,0,0,PRIVATE BOAT Block 13
78,13,14,PRIVATE BOAT,190,2,43,34,0,3,3,0,0,0,PRIVATE BOAT Block 13
78,13,14,PRIVATE BOAT,50,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 13
78,13,14,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 13
79,14,9,PRIVATE BOAT,140,1,38,34,2,4,0,0,0,0,PRIVATE BOAT Block 14
79,14,9,PRIVATE BOAT,90,2,43,16,1,0,0,0,0,0,PRIVATE BOAT Block 14
79,14,9,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 14
79,14,9,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 14
80,14,10,PRIVATE BOAT,190,1,28,28,1,2,1,2,0,0,PRIVATE BOAT Block 14
80,14,10,PRIVATE BOAT,50,2,43,16,1,0,0,0,0,0,PRIVATE BOAT Block 14
80,14,10,PRIVATE BOAT,85,3,0,0,0,0,0,0,0,1,PRIVATE BOAT Block 14
80,14,10,PRIVATE BOAT,0,4,0,0,0,0,0,0,1,0,PRIVATE BOAT Block 14
